2023-06-11 14:22:20.534 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:55374 - "GET / HTTP/1.1" 200
2023-06-11 14:22:20.585 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:55380 - "GET /register_service HTTP/1.1" 404
2023-06-11 14:22:20.596 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:55382 - "GET /docs HTTP/1.1" 200
2023-06-11 14:22:20.609 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:55384 - "GET /docs.json HTTP/1.1" 404
2023-06-11 14:22:20.628 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:55390 - "GET /openapi.json HTTP/1.1" 200
2023-06-11 14:22:20.644 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:55392 - "GET /v1.0/docs HTTP/1.1" 200
2023-06-11 14:22:20.656 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:55394 - "GET /v1.0/openapi.json HTTP/1.1" 200
2023-06-11 14:22:20.669 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:55396 - "GET /swagger.json HTTP/1.1" 404
2023-06-11 14:22:27.864 | DEBUG    | flight_controller_detector.Detector:detect_linux_board:50 - Trying to detect Linux board.
2023-06-11 14:22:27.871 | DEBUG    | flight_controller_detector.Detector:detect_linux_board:52 - Navigator R5 detected.
2023-06-11 14:22:27.890 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:55804 - "GET /v1.0/board HTTP/1.0" 200
2023-06-11 14:22:27.929 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:55806 - "GET /v1.0/firmware_info HTTP/1.0" 200
2023-06-11 14:22:27.941 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:55802 - "GET /v1.0/available_boards HTTP/1.0" 200
2023-06-11 14:22:28.945 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:55808 - "GET /v1.0/vehicle_type HTTP/1.0" 200
2023-06-11 14:22:32.965 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:56070 - "GET /v1.0/board HTTP/1.0" 200
2023-06-11 14:22:33.010 | DEBUG    | flight_controller_detector.Detector:detect_linux_board:50 - Trying to detect Linux board.
2023-06-11 14:22:33.014 | DEBUG    | flight_controller_detector.Detector:detect_linux_board:52 - Navigator R5 detected.
2023-06-11 14:22:33.049 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:56074 - "GET /v1.0/firmware_info HTTP/1.0" 200
2023-06-11 14:22:33.062 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:56076 - "GET /v1.0/available_boards HTTP/1.0" 200
2023-06-11 14:22:35.020 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:56138 - "GET /v1.0/vehicle_type HTTP/1.0" 200
2023-06-11 14:22:38.033 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:56344 - "GET /v1.0/board HTTP/1.0" 200
2023-06-11 14:22:38.129 | DEBUG    | flight_controller_detector.Detector:detect_linux_board:50 - Trying to detect Linux board.
2023-06-11 14:22:38.134 | DEBUG    | flight_controller_detector.Detector:detect_linux_board:52 - Navigator R5 detected.
2023-06-11 14:22:38.168 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:56350 - "GET /v1.0/firmware_info HTTP/1.0" 200
2023-06-11 14:22:38.187 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:56352 - "GET /v1.0/available_boards HTTP/1.0" 200
2023-06-11 14:22:41.107 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:56456 - "GET /v1.0/vehicle_type HTTP/1.0" 200
2023-06-11 14:22:43.100 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:56626 - "GET /v1.0/board HTTP/1.0" 200
2023-06-11 14:22:43.226 | DEBUG    | flight_controller_detector.Detector:detect_linux_board:50 - Trying to detect Linux board.
2023-06-11 14:22:43.239 | DEBUG    | flight_controller_detector.Detector:detect_linux_board:52 - Navigator R5 detected.
2023-06-11 14:22:43.273 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:56632 - "GET /v1.0/firmware_info HTTP/1.0" 200
2023-06-11 14:22:43.288 | INFO     | uvicorn.protocols.http.h11_impl:send:461 - 127.0.0.1:56640 - "GET /v1.0/available_boards HTTP/1.0" 200
